OID_,Number,Name,Latitude,Longitude,District,Public_,Total_docks,shape_wkt,POINT_X,POINT_Y
373,F32002,Medford Sq - Riverside Ave at River St,42.417724000000000,-71.108102000000002,Medford,Yes,11,POINT (-71.108101999999974 42.417724000000078),-71.108101999999974,42.417724000000078
374,D32037,Medford St at Charlestown BCYF,42.380429470000003,-71.060557220000007,Boston,Yes,19,POINT (-71.060557219999964 42.380429470000081),-71.060557219999964,42.380429470000081
375,M32006,MIT at Mass Ave / Amherst St,42.358100000000000,-71.093198000000001,Cambridge,Yes,27,POINT (-71.093197999999973 42.358100000000036),-71.093197999999973,42.358100000000036
376,M32070,MIT Carleton St at Amherst St,42.360541740000002,-71.086698170000005,Cambridge,Yes,27,POINT (-71.086698169999977 42.360541740000031),-71.086698169999977,42.360541740000031
377,M32071,MIT Hayward St at Amherst St,42.360859370000000,-71.085518579999999,Cambridge,Yes,27,POINT (-71.085518579999984 42.360859370000071),-71.085518579999984,42.360859370000071
378,M32041,MIT Pacific St at Purrington St,42.359573200000000,-71.101294760000002,Cambridge,Yes,19,POINT (-71.101294759999973 42.359573200000057),-71.101294759999973,42.359573200000057
379,M32005,MIT Stata Center at Vassar St / Main St,42.362131230000003,-71.091156010000006,Cambridge,Yes,35,POINT (-71.091156009999963 42.362131230000045),-71.091156009999963,42.362131230000045
380,M32042,MIT Vassar St,42.355601210000003,-71.103944780000006,Cambridge,Yes,53,POINT (-71.103944779999949 42.355601210000032),-71.103944779999949,42.355601210000032
381,B32023,MLK Blvd at Washington St,42.321438139999998,-71.091260610000006,Boston,Yes,15,POINT (-71.091260609999949 42.321438140000055),-71.091260609999949,42.321438140000055
382,M32086,Morgan Ave at North First St,42.371977260000001,-71.075858470000000,Cambridge,Yes,23,POINT (-71.075858469999957 42.371977260000051),-71.075858469999957,42.371977260000051
383,C32103,Morton St at Gallivan Blvd,42.278747000000003,-71.080286000000001,Boston,Yes,15,POINT (-71.080285999999944 42.278747000000067),-71.080285999999944,42.278747000000067
384,M32043,Mt Auburn,42.374786290000003,-71.133202310000001,Cambridge,Yes,19,POINT (-71.133202309999945 42.374786290000031),-71.133202309999945,42.374786290000031
385,D32017,Mugar Way at Beacon St,42.355536280000003,-71.072868700000001,Boston,Yes,19,POINT (-71.072868699999958 42.355536280000081),-71.072868699999958,42.355536280000081
386,C32023,Murphy Skating Rink - 1880 Day Blvd,42.336447999999997,-71.023739000000006,Boston,Yes,19,POINT (-71.023738999999978 42.336448000000075),-71.023738999999978,42.336448000000075
387,M32045,Museum of Science,42.367690179999997,-71.071162819999998,Cambridge,Yes,19,POINT (-71.071162819999984 42.367690180000068),-71.071162819999984,42.367690180000068
388,A32025,Nashua Street at Red Auerbach Way,42.365673000000001,-71.064262999999997,Boston,Yes,36,POINT (-71.064262999999983 42.365673000000072),-71.064262999999983,42.365673000000072
389,B32027,NCAAA - Walnut Ave at Crawford St,42.316901999999999,-71.091945999999993,Boston,Yes,15,POINT (-71.09194599999995 42.316902000000027),-71.091945999999950,42.316902000000027
390,D32001,New Balance - 20 Guest St,42.357329219999997,-71.146735399999997,Boston,Yes,14,POINT (-71.146735399999955 42.357329220000054),-71.146735399999955,42.357329220000054
391,C32022,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599000000002,-71.066497999999996,Boston,Yes,15,POINT (-71.066497999999967 42.326599000000044),-71.066497999999967,42.326599000000044
392,N32010,Newton Highlands T,42.322065660000000,-71.206372979999998,Newton,Yes,15,POINT (-71.206372979999969 42.322065660000078),-71.206372979999969,42.322065660000078
393,N32013,Newton Library,42.336203370000000,-71.207794550000003,Newton,Yes,13,POINT (-71.20779454999996 42.336203370000078),-71.207794549999960,42.336203370000078
394,W32007,Nichols Ave. at Watertown Greenway,42.367620490000000,-71.156566369999993,Watertown,Yes,12,POINT (-71.15656636999995 42.367620490000036),-71.156566369999950,42.367620490000036
395,N32002,Nonantum Library,42.360684560000003,-71.201462000000006,Newton,Yes,15,POINT (-71.201461999999935 42.360684560000038),-71.201461999999935,42.360684560000038
396,T32015,North St at Liberty Hill Ave,42.529899649999997,-70.906142590000002,Salem,Yes,11,POINT (-70.906142589999945 42.529899650000061),-70.906142589999945,42.529899650000061
397,G32002,Northern Strand at Main St,42.423859999999998,-71.067792999999995,Malden,Yes,11,POINT (-71.067792999999938 42.423860000000047),-71.067792999999938,42.423860000000047
398,D32031,Oak Square - 615 Washington St,42.350569999999998,-71.166490999999994,Boston,Yes,13,POINT (-71.166490999999951 42.350570000000062),-71.166490999999951,42.350570000000062
399,M32076,Old Morse Park at Putnam Ave,42.357662480000002,-71.108413339999998,Cambridge,Yes,15,POINT (-71.10841333999997 42.357662480000045),-71.108413339999970,42.357662480000045
400,B32061,One Beacon St,42.358477639999997,-71.061351299999998,Boston,Yes,16,POINT (-71.061351299999956 42.358477640000046),-71.061351299999956,42.358477640000046
401,B32036,One Brigham Circle,42.333922700000002,-71.104465090000005,Boston,Yes,15,POINT (-71.104465089999962 42.333922700000073),-71.104465089999962,42.333922700000073
402,M32003,One Broadway / Kendall Sq at Main St / 3rd St,42.362241789999999,-71.083110719999993,Cambridge,Yes,23,POINT (-71.083110719999979 42.362241790000041),-71.083110719999979,42.362241790000041
403,M32002,One Kendall Square at Hampshire St / Portland St,42.366276999999997,-71.091690000000000,Cambridge,Yes,19,POINT (-71.091689999999971 42.366277000000025),-71.091689999999971,42.366277000000025
404,M32053,One Memorial Drive,42.361619320000003,-71.080435510000001,Cambridge,Yes,19,POINT (-71.080435509999973 42.361619320000045),-71.080435509999973,42.361619320000045
405,A32035,Orient Heights T Stop - Bennington St at Saratoga St,42.386780999999999,-71.006097999999994,Boston,Yes,19,POINT (-71.006097999999952 42.386781000000042),-71.006097999999952,42.386781000000042
406,R32002,Orr Sq (Shirley Ave),42.407156559999997,-70.992724300000006,Revere,Yes,11,POINT (-70.992724299999963 42.407156560000033),-70.992724299999963,42.407156560000033
407,S32009,Packard Ave at Powderhouse Blvd,42.404490000000003,-71.123412999999999,Somerville,Yes,15,POINT (-71.123412999999971 42.404490000000067),-71.123412999999971,42.404490000000067
408,A32012,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352260999999999,-71.123830999999996,Boston,Yes,27,POINT (-71.123830999999939 42.352261000000055),-71.123830999999939,42.352261000000055
409,A32008,Park Dr at Buswell St,42.347240999999997,-71.105300999999997,Boston,Yes,15,POINT (-71.10530099999994 42.347241000000054),-71.105300999999940,42.347241000000054
410,D32042,Park Plaza at Charles St S.,42.351828070000003,-71.067811379999995,Boston,Yes,19,POINT (-71.067811379999966 42.351828070000067),-71.067811379999966,42.351828070000067
411,Z32997,Parker St at Huntington Ave,42.338488490000003,-71.092611379999994,Boston,Yes,19,POINT (-71.092611379999937 42.338488490000032),-71.092611379999937,42.338488490000032
412,S32034,Perry Park,42.379273249999997,-71.103419029999998,Somerville,Yes,19,POINT (-71.103419029999941 42.37927325000004),-71.103419029999941,42.379273250000040
413,C32107,Pier 4 Blvd at Autumn Ln,42.350210199999999,-71.044670499999995,Boston,Yes,19,POINT (-71.044670499999938 42.350210200000049),-71.044670499999938,42.350210200000049
414,V32009,Pope John High School,42.420348699999998,-71.044197679999996,Everett,Yes,15,POINT (-71.044197679999968 42.420348700000034),-71.044197679999968,42.420348700000034
415,M32029,Porter Square Station,42.387994999999997,-71.119084000000001,Cambridge,Yes,19,POINT (-71.119083999999987 42.387995000000046),-71.119083999999987,42.387995000000046
416,A32050,Porzio Park,42.364119039999999,-71.028767819999999,Boston,Yes,17,POINT (-71.028767819999985 42.364119040000048),-71.028767819999985,42.364119040000048
417,S32008,Powder House Circle - Nathan Tufts Park,42.400877000000001,-71.116771999999997,Somerville,Yes,15,POINT (-71.116771999999969 42.400877000000037),-71.116771999999969,42.400877000000037
418,C32007,Prudential Center - 101 Huntington Ave,42.346520040000001,-71.080657770000002,Boston,Yes,18,POINT (-71.080657769999959 42.34652004000003),-71.080657769999959,42.346520040000030
419,A32026,Purchase St at Pearl St,42.354658999999998,-71.053180999999995,Boston,Yes,19,POINT (-71.053180999999938 42.354659000000026),-71.053180999999938,42.354659000000026
420,L32001,Railroad Lot and Minuteman Bikeway,42.416064570000003,-71.153366370000001,Arlington,Yes,11,POINT (-71.153366369999958 42.41606457000006),-71.153366369999958,42.416064570000060
421,M32079,Raymond Park at Walden St,42.387369540000002,-71.127610009999998,Cambridge,Yes,19,POINT (-71.127610009999955 42.387369540000066),-71.127610009999955,42.387369540000066
